fecha,LI,R
2014-03-14,0.6421,0.6071
2014-03-15,0.6285,0.5928
2014-03-16,0.6359,0.6055
2014-03-17,0.6367,0.6042
2014-03-18,0.6427,0.6046
2014-03-19,0.6427,0.6046
2014-03-20,0.6388,0.5956
2014-03-21,0.6577,0.6156
2014-03-22,0.6187,0.5911
2014-03-23,0.6296,0.6061
2014-03-24,0.6216,0.5988
2014-03-25,0.6184,0.5884
2014-03-26,0.6179,0.5912
2014-03-27,0.6179,0.5912
2014-03-28,0.6053,0.5819
2014-03-29,0.5908,0.5718
2014-03-30,0.5908,0.5718
2014-03-31,0.605,0.579
2014-04-01,0.605,0.579
2014-04-02,0.605,0.579
2014-04-03,0.5978,0.5725
2014-04-04,0.6146,0.5891
2014-04-05,0.6146,0.5891
2014-04-06,0.6121,0.5782
2014-04-07,0.6121,0.5782
2014-04-08,0.6202,0.5891
2014-04-09,0.6202,0.5891
2014-04-10,0.6049,0.5782
2014-04-11,0.6167,0.5878
2014-04-12,0.6186,0.5884
2014-04-13,0.6186,0.5884
2014-04-14,0.6223,0.5823
2014-04-15,0.6223,0.5823
2014-04-16,0.626,0.5932
2014-04-17,0.6224,0.601
2014-04-18,0.6224,0.601
2014-04-19,0.6408,0.6105
2014-04-20,0.6334,0.5905
2014-04-21,0.6147,0.5857
2014-04-22,0.6115,0.5805
2014-04-23,0.6089,0.5831
2014-04-24,0.6231,0.6029
2014-04-25,0.6359,0.6183
2014-04-26,0.6359,0.6183
2014-04-27,0.644,0.6257
2014-04-28,0.6572,0.6186
2014-04-29,0.6572,0.6186
2014-04-30,0.6572,0.6186
2014-05-01,0.6572,0.6186
2014-05-02,0.6447,0.6087
2014-05-03,0.6308,0.5875
2014-05-04,0.626,0.5985
2014-05-05,0.6226,0.586
2014-05-06,0.6292,0.596
2014-05-07,0.6372,0.5884
2014-05-08,0.6491,0.5995
2014-05-09,0.6566,0.6118
2014-05-10,0.6525,0.5916
2014-05-11,0.6442,0.5808
2014-05-12,0.6432,0.5823
2014-05-13,0.6333,0.5778
2014-05-14,0.6109,0.546
2014-05-15,0.6109,0.546
2014-05-16,0.598,0.5358
2014-05-17,0.5915,0.5292
2014-05-18,0.6006,0.5439
2014-05-19,0.6126,0.5477
2014-05-20,0.6213,0.5647
2014-05-21,0.6073,0.5593
2014-05-22,0.605,0.5584
2014-05-23,0.605,0.5584
2014-05-24,0.605,0.5584
2014-05-25,0.6005,0.5682
2014-05-26,0.5945,0.5632
2014-05-27,0.5964,0.5719
2014-05-28,0.5964,0.5719
2014-05-29,0.5885,0.5631
2014-05-30,0.5726,0.5536
2014-05-31,0.5659,0.5476
2014-06-01,0.5613,0.5439
2014-06-02,0.5726,0.5618
2014-06-03,0.5831,0.5694
2014-06-04,0.5735,0.5574
2014-06-05,0.5771,0.5591
2014-06-06,0.5799,0.562
2014-06-07,0.5806,0.5628
2014-06-08,0.5843,0.5661
2014-06-09,0.6005,0.5732
2014-06-10,0.5974,0.5665
2014-06-11,0.5961,0.562
2014-06-12,0.5987,0.5721
2014-06-13,0.6068,0.5791
2014-06-14,0.6068,0.5791
2014-06-15,0.6109,0.5838
2014-06-16,0.5994,0.5684
2014-06-17,0.6028,0.5727
2014-06-18,0.6028,0.5727
2014-06-19,0.5984,0.5641
2014-06-20,0.6135,0.5823
2014-06-21,0.6309,0.5923
2014-06-22,0.6309,0.5923
2014-06-23,0.6142,0.5809
2014-06-24,0.6101,0.5699
2014-06-25,0.6101,0.5699
2014-06-26,0.6009,0.5524
2014-06-27,0.6009,0.5524
2014-06-28,0.6161,0.5701
2014-06-29,0.6285,0.5767
2014-06-30,0.6285,0.5767
2014-07-01,0.6203,0.5698
2014-07-02,0.6201,0.5708
2014-07-03,0.6168,0.5644
2014-07-04,0.6133,0.5627
2014-07-05,0.6133,0.5627
2014-07-06,0.6191,0.5669
2014-07-07,0.6191,0.5669
2014-07-08,0.6067,0.552
2014-07-09,0.6037,0.5599
2014-07-10,0.6024,0.5471
2014-07-11,0.6004,0.5769
2014-07-12,0.6062,0.5814
2014-07-13,0.5937,0.5703
2014-07-14,0.5937,0.5703
2014-07-15,0.6125,0.5889
2014-07-16,0.6616,0.6309
2014-07-17,0.6616,0.6309
2014-07-18,0.6616,0.6309
2014-07-19,0.6616,0.6309
2014-07-20,0.6438,0.6157
2014-07-21,0.6438,0.6157
2014-07-22,0.6438,0.6157
2014-07-23,0.6389,0.613
2014-07-24,0.6449,0.6192
2014-07-25,0.6492,0.6203
2014-07-26,0.6453,0.6111
2014-07-27,0.6453,0.6111
2014-07-28,0.6275,0.5806
2014-07-29,0.642,0.5937
2014-07-30,0.6541,0.6042
2014-07-31,0.6374,0.5946
2014-08-01,0.659,0.6201
2014-08-02,0.6765,0.6389
2014-08-03,0.6873,0.6453
2014-08-04,0.6799,0.6417
2014-08-05,0.6753,0.6388
2014-08-06,0.6753,0.6388
2014-08-07,0.6869,0.6448
2014-08-08,0.6852,0.6403
2014-08-09,0.6852,0.6403
2014-08-10,0.6648,0.6205
2014-08-11,0.6535,0.6251
2014-08-12,0.6528,0.6232
2014-08-13,0.6528,0.6232
2014-08-14,0.6444,0.6137
2014-08-15,0.6264,0.6022
2014-08-16,0.6264,0.6022
2014-08-17,0.6264,0.6022
2014-08-18,0.6197,0.5962
2014-08-19,0.6074,0.5782
2014-08-20,0.6074,0.5782
2014-08-21,0.5908,0.5628
2014-08-22,0.5928,0.5602
2014-08-23,0.5928,0.5602
2014-08-24,0.5928,0.5602
2014-08-25,0.5935,0.5661
2014-08-26,0.5935,0.5661
2014-08-27,0.5916,0.5608
2014-08-28,0.5981,0.5498
2014-08-29,0.6119,0.542
2014-08-30,0.6082,0.5687
2014-08-31,0.6237,0.5929
2014-09-01,0.6237,0.5929
2014-09-02,0.6237,0.5929
2014-09-03,0.6346,0.6162
2014-09-04,0.6464,0.6166
2014-09-05,0.6464,0.6166
2014-09-06,0.6464,0.6166
2014-09-07,0.6515,0.6227
2014-09-08,0.6515,0.6227
2014-09-09,0.6447,0.6184
2014-09-10,0.6509,0.6254
2014-09-11,0.6655,0.6377
2014-09-12,0.6655,0.6377
2014-09-13,0.673,0.6461
2014-09-14,0.6808,0.6516
2014-09-15,0.6808,0.6516
2014-09-16,0.6808,0.6516
2014-09-17,0.6828,0.6619
2014-09-18,0.6869,0.6756
2014-09-19,0.6869,0.6756
2014-09-20,0.6869,0.6756
2014-09-21,0.695,0.6756
2014-09-22,0.695,0.6756
2014-09-23,0.695,0.6756
2014-09-24,0.6876,0.6652
2014-09-25,0.6876,0.6652
2014-09-26,0.6876,0.6652
2014-09-27,0.6876,0.6652
2014-09-28,0.6804,0.6415
2014-09-29,0.7137,0.6279
2014-09-30,0.722,0.616
2014-10-01,0.722,0.616
2014-10-02,0.722,0.616
2014-10-03,0.7034,0.6279
2014-10-04,0.7034,0.6279
2014-10-05,0.7468,0.6458
2014-10-06,0.7222,0.6304
2014-10-07,0.7368,0.6234
2014-10-08,0.7212,0.6292
2014-10-09,0.7124,0.6117
2014-10-10,0.7124,0.6117
2014-10-11,0.7124,0.6117
2014-10-12,0.6948,0.6106
2014-10-13,0.6948,0.6106
2014-10-14,0.6948,0.6106
2014-10-15,0.6722,0.5951
2014-10-16,0.6634,0.5873
2014-10-17,0.6788,0.5949
2014-10-18,0.6788,0.5949
2014-10-19,0.6788,0.5949
2014-10-20,0.6729,0.612
2014-10-21,0.6729,0.612
2014-10-22,0.6729,0.612
2014-10-23,0.6729,0.612
2014-10-24,0.6904,0.604
2014-10-25,0.6904,0.604
2014-10-26,0.6904,0.604
2014-10-27,0.6904,0.604
2014-10-28,0.7049,0.6153
2014-10-29,0.7049,0.6153
2014-10-30,0.7049,0.6153
2014-10-31,0.7049,0.6153
2014-11-01,0.6869,0.622
2014-11-02,0.6901,0.6348
2014-11-03,0.6901,0.6348
2014-11-04,0.6366,0.6038
2014-11-05,0.6494,0.6149
2014-11-06,0.6547,0.6213
2014-11-07,0.6731,0.6335
2014-11-08,0.6647,0.6251
2014-11-09,0.6647,0.6251
2014-11-10,0.6647,0.6251
2014-11-11,0.6966,0.6429
2014-11-12,0.6966,0.6429
2014-11-13,0.6966,0.6429
2014-11-14,0.7047,0.6591
2014-11-15,0.7357,0.6756
2014-11-16,0.684,0.6343
2014-11-17,0.6855,0.6179
2014-11-18,0.6855,0.6179
2014-11-19,0.6855,0.6179
2014-11-20,0.6855,0.6179
2014-11-21,0.6855,0.6179
2014-11-22,0.6646,0.6294
2014-11-23,0.6792,0.6371
2014-11-24,0.6792,0.6371
2014-11-25,0.6792,0.6371
2014-11-26,0.6792,0.6371
2014-11-27,0.7,0.6647
2014-11-28,0.7,0.6647
2014-11-29,0.7,0.6647
2014-11-30,0.7,0.6647
2014-12-01,0.7226,0.6756
2014-12-02,0.6889,0.6474
2014-12-03,0.6667,0.6366
2014-12-04,0.6813,0.6288
2014-12-05,0.6461,0.5957
2014-12-06,0.6461,0.5957
2014-12-07,0.6461,0.5957
2014-12-08,0.6461,0.5957
2014-12-09,0.6461,0.5957
2014-12-10,0.6461,0.5957
2014-12-11,0.6461,0.5957
2014-12-12,0.6461,0.5957
2014-12-13,0.6461,0.5957
2014-12-14,0.6461,0.5957
2014-12-15,0.6461,0.5957
2014-12-16,0.6677,0.6288
2014-12-17,0.6773,0.617
2014-12-18,0.6773,0.617
2014-12-19,0.6773,0.617
2014-12-20,0.6773,0.617
2014-12-21,0.6748,0.6288
2014-12-22,0.6872,0.617
2014-12-23,0.6749,0.6332
2014-12-24,0.6745,0.6417
2014-12-25,0.6922,0.6514
2014-12-26,0.6922,0.6514
2014-12-27,0.6922,0.6514
2014-12-28,0.6799,0.6337
2014-12-29,0.6799,0.6337
2014-12-30,0.6799,0.6337
2014-12-31,0.6799,0.6337
2015-01-01,0.6998,0.658
2015-01-02,0.7174,0.6551
2015-01-03,0.7174,0.6551
2015-01-04,0.7176,0.6179
2015-01-05,0.7176,0.6179
2015-01-06,0.7176,0.6179
2015-01-07,0.6574,0.5999
2015-01-08,0.6374,0.6107
2015-01-09,0.6374,0.6107
2015-01-10,0.6374,0.6107
2015-01-11,0.6272,0.5931
2015-01-12,0.6282,0.6034
2015-01-13,0.6248,0.6008
2015-01-14,0.6177,0.5925
2015-01-15,0.6225,0.6018
2015-01-16,0.6225,0.6018
2015-01-17,0.6151,0.5941
2015-01-18,0.6277,0.6125
2015-01-19,0.6336,0.6188
2015-01-20,0.6262,0.602
2015-01-21,0.6209,0.5972
2015-01-22,0.6209,0.5972
2015-01-23,0.6337,0.6108
2015-01-24,0.6303,0.6098
2015-01-25,0.6303,0.6098
2015-01-26,0.6303,0.6098
2015-01-27,0.6445,0.6004
2015-01-28,0.6445,0.6004
2015-01-29,0.6445,0.6004
2015-01-30,0.6319,0.5899
2015-01-31,0.6319,0.5899
2015-02-01,0.6319,0.5899
2015-02-02,0.6297,0.6006
2015-02-03,0.6375,0.6172
2015-02-04,0.6375,0.6172
2015-02-05,0.6375,0.6172
2015-02-06,0.6211,0.6005
2015-02-07,0.6375,0.617
2015-02-08,0.628,0.6099
2015-02-09,0.628,0.6099
2015-02-10,0.6333,0.6162
2015-02-11,0.6385,0.6244
2015-02-12,0.6483,0.6329
2015-02-13,0.6475,0.6268
2015-02-14,0.6507,0.635
2015-02-15,0.6507,0.635
2015-02-16,0.6598,0.6448
2015-02-17,0.6542,0.6356
2015-02-18,0.6542,0.6356
2015-02-19,0.6652,0.6521
2015-02-20,0.667,0.6524
2015-02-21,0.6753,0.655
2015-02-22,0.6753,0.655
2015-02-23,0.6665,0.6524
2015-02-24,0.6665,0.6524
2015-02-25,0.6665,0.6524
2015-02-26,0.6665,0.6524
2015-02-27,0.6742,0.655
2015-02-28,0.6591,0.6397
2015-03-01,0.6536,0.6352
2015-03-02,0.6536,0.6352
2015-03-03,0.6536,0.6352
2015-03-04,0.6574,0.6294
2015-03-05,0.6805,0.649
2015-03-06,0.6805,0.649
2015-03-07,0.6805,0.649
2015-03-08,0.6805,0.649
2015-03-09,0.6997,0.658
2015-03-10,0.7255,0.6551
2015-03-11,0.7255,0.6551
2015-03-12,0.7255,0.6551
2015-03-13,0.7255,0.6551
2015-03-14,0.6969,0.6282
2015-03-15,0.6969,0.6282
2015-03-16,0.6969,0.6282
2015-03-17,0.6969,0.6282
2015-03-18,0.6969,0.6282
2015-03-19,0.7027,0.6471
2015-03-20,0.704,0.6423
2015-03-21,0.7262,0.6526
2015-03-22,0.7478,0.6487
2015-03-23,0.7338,0.6434
2015-03-24,0.7338,0.6434
2015-03-25,0.7338,0.6434
2015-03-26,0.7338,0.6434
2015-03-27,0.7338,0.6434
2015-03-28,0.7289,0.596
2015-03-29,0.7346,0.6229
2015-03-30,0.7453,0.6123
2015-03-31,0.7453,0.6123
2015-04-01,0.7453,0.6123
2015-04-02,0.7453,0.6123
2015-04-03,0.7453,0.6123
2015-04-04,0.6917,0.6229
2015-04-05,0.6917,0.6229
2015-04-06,0.6667,0.6216
2015-04-07,0.6667,0.6216
2015-04-08,0.6667,0.6216
2015-04-09,0.6438,0.5984
2015-04-10,0.6438,0.5984
2015-04-11,0.6438,0.5984
2015-04-12,0.6438,0.5984
2015-04-13,0.6438,0.5984
2015-04-14,0.6438,0.5984
2015-04-15,0.6438,0.5984
2015-04-16,0.6438,0.5984
2015-04-17,0.6438,0.5984
2015-04-18,0.6806,0.6299
2015-04-19,0.6806,0.6299
2015-04-20,0.7208,0.6222
2015-04-21,0.7208,0.6222
2015-04-22,0.6893,0.6112
2015-04-23,0.6802,0.596
2015-04-24,0.6802,0.596
2015-04-25,0.6802,0.596
2015-04-26,0.6535,0.5793
2015-04-27,0.6896,0.6117
2015-04-28,0.6896,0.6117
2015-04-29,0.6861,0.6357
2015-04-30,0.6823,0.6167
2015-05-01,0.6745,0.6118
2015-05-02,0.6745,0.6118
2015-05-03,0.6647,0.6027
2015-05-04,0.6615,0.6099
2015-05-05,0.6615,0.6099
2015-05-06,0.6748,0.6131
2015-05-07,0.6748,0.6131
2015-05-08,0.6748,0.6131
2015-05-09,0.7088,0.612
2015-05-10,0.7088,0.612
2015-05-11,0.6889,0.6005
2015-05-12,0.6889,0.6005
2015-05-13,0.7325,0.6288
2015-05-14,0.7325,0.6288
2015-05-15,0.7325,0.6288
2015-05-16,0.7325,0.6288
2015-05-17,0.7325,0.6288
2015-05-18,0.7325,0.6288
2015-05-19,0.7325,0.6288
2015-05-20,0.7325,0.6288
2015-05-21,0.7325,0.6288
2015-05-22,0.74,0.6455
2015-05-23,0.7752,0.6394
2015-05-24,0.7653,0.625
2015-05-25,0.7653,0.625
2015-05-26,0.7868,0.6123
2015-05-27,0.7868,0.6123
2015-05-28,0.7752,0.5928
2015-05-29,0.741,0.5842
2015-05-30,0.7484,0.6083
2015-05-31,0.7282,0.6299
2015-06-01,0.7282,0.6299
2015-06-02,0.7733,0.6527
2015-06-03,0.7733,0.6527
2015-06-04,0.7733,0.6527
2015-06-05,0.7733,0.6527
2015-06-06,0.7733,0.6527
2015-06-07,0.7017,0.6136
2015-06-08,0.7017,0.6136
2015-06-09,0.7017,0.6136
2015-06-10,0.6682,0.5762
2015-06-11,0.6682,0.5762
2015-06-12,0.6762,0.601
2015-06-13,0.6762,0.601
2015-06-14,0.6762,0.601
2015-06-15,0.6762,0.601
2015-06-16,0.6762,0.601
2015-06-17,0.6695,0.5863
2015-06-18,0.6695,0.5863
2015-06-19,0.6695,0.5863
2015-06-20,0.6695,0.5863
2015-06-21,0.6695,0.5863
2015-06-22,0.6695,0.5863
2015-06-23,0.6951,0.5565
2015-06-24,0.6612,0.5288
2015-06-25,0.6621,0.5655
2015-06-26,0.6291,0.5876
2015-06-27,0.6473,0.6215
2015-06-28,0.6473,0.6215
2015-06-29,0.6584,0.6305
2015-06-30,0.6584,0.6305
2015-07-01,0.6584,0.6305
2015-07-02,0.6672,0.6411
2015-07-03,0.6672,0.6411
2015-07-04,0.6394,0.6147
2015-07-05,0.6394,0.6147
2015-07-06,0.6394,0.6147
2015-07-07,0.6225,0.6038
2015-07-08,0.6405,0.6162
2015-07-09,0.6425,0.6154
2015-07-10,0.6494,0.6165
2015-07-11,0.6421,0.6117
2015-07-12,0.642,0.6026
2015-07-13,0.642,0.6026
2015-07-14,0.6353,0.6035
2015-07-15,0.6353,0.6035
2015-07-16,0.6249,0.5877
2015-07-17,0.6298,0.5931
2015-07-18,0.6298,0.5931
2015-07-19,0.6298,0.5931
2015-07-20,0.6298,0.5931
2015-07-21,0.6298,0.5931
2015-07-22,0.6298,0.5931
2015-07-23,0.6298,0.5931
2015-07-24,0.6601,0.6145
2015-07-25,0.6884,0.6343
2015-07-26,0.7102,0.6426
2015-07-27,0.7102,0.6426
2015-07-28,0.6895,0.6301
2015-07-29,0.6895,0.6301
2015-07-30,0.6732,0.6233
2015-07-31,0.6732,0.6233
2015-08-01,0.6732,0.6233
2015-08-02,0.6732,0.6233
2015-08-03,0.6756,0.6159
2015-08-04,0.6756,0.6159
2015-08-05,0.6756,0.6159
2015-08-06,0.675,0.6225
2015-08-07,0.6643,0.6251
2015-08-08,0.6712,0.6361
2015-08-09,0.6712,0.6361
2015-08-10,0.6898,0.659
2015-08-11,0.6898,0.659
2015-08-12,0.6928,0.6493
2015-08-13,0.6819,0.6361
2015-08-14,0.6819,0.6361
2015-08-15,0.7528,0.6229
2015-08-16,0.7528,0.6229
2015-08-17,0.6874,0.6361
2015-08-18,0.6874,0.6361
2015-08-19,0.6586,0.5936
2015-08-20,0.6586,0.5936
2015-08-21,0.6586,0.5936
2015-08-22,0.6586,0.5936
2015-08-23,0.6658,0.5794
2015-08-24,0.6658,0.5794
2015-08-25,0.6658,0.5794
2015-08-26,0.6658,0.5794
2015-08-27,0.6841,0.6025
2015-08-28,0.6877,0.6171
2015-08-29,0.7181,0.6286
2015-08-30,0.7181,0.6286
2015-08-31,0.6811,0.6254
2015-09-01,0.6697,0.61
2015-09-02,0.6697,0.61
2015-09-03,0.6697,0.61
2015-09-04,0.6445,0.5854
2015-09-05,0.669,0.6137
2015-09-06,0.669,0.6137
2015-09-07,0.669,0.6137
2015-09-08,0.669,0.6137
2015-09-09,0.669,0.6137
2015-09-10,0.669,0.6137
2015-09-11,0.6877,0.6244
2015-09-12,0.6877,0.6244
2015-09-13,0.6877,0.6244
2015-09-14,0.6877,0.6244
2015-09-15,0.6877,0.6244
2015-09-16,0.7055,0.6342
2015-09-17,0.7055,0.6342
2015-09-18,0.7568,0.6259
2015-09-19,0.7568,0.6259
2015-09-20,0.7568,0.6259
2015-09-21,0.7568,0.6259
2015-09-22,0.8261,0.6134
2015-09-23,0.8261,0.6134
2015-09-24,0.8261,0.6134
2015-09-25,0.8261,0.6134
2015-09-26,0.8261,0.6134
2015-09-27,0.8663,0.6423
2015-09-28,0.8663,0.6423
2015-09-29,0.8663,0.6423
2015-09-30,0.867,0.6257
2015-10-01,0.8096,0.6756
2015-10-02,0.8096,0.6756
2015-10-03,0.8096,0.6756
2015-10-04,0.8543,0.6756
2015-10-05,0.81,0.6756
2015-10-06,0.81,0.6756
2015-10-07,0.81,0.6756
2015-10-08,0.7631,0.6756
2015-10-09,0.7631,0.6756
2015-10-10,0.7631,0.6756
2015-10-11,0.7382,0.6756
2015-10-12,0.7315,0.6756
2015-10-13,0.7315,0.6756
2015-10-14,0.7315,0.6756
2015-10-15,0.7315,0.6756
2015-10-16,0.7229,0.6756
2015-10-17,0.7229,0.6756
2015-10-18,0.7229,0.6756
2015-10-19,0.7229,0.6756
2015-10-20,0.7229,0.6756
2015-10-21,0.7229,0.6756
2015-10-22,0.7229,0.6756
2015-10-23,0.7229,0.6756
2015-10-24,0.7229,0.6756
2015-10-25,0.7229,0.6756
2015-10-26,0.6965,0.6604
2015-10-27,0.6965,0.6604
2015-10-28,0.6818,0.6532
2015-10-29,0.6648,0.6283
2015-10-30,0.6805,0.6223
2015-10-31,0.684,0.6395
2015-11-01,0.684,0.6395
2015-11-02,0.684,0.6395
2015-11-03,0.684,0.6395
2015-11-04,0.6856,0.6343
2015-11-05,0.6856,0.6343
2015-11-06,0.6841,0.6395
2015-11-07,0.6681,0.6351
2015-11-08,0.6681,0.6351
2015-11-09,0.6681,0.6351
2015-11-10,0.6766,0.6434
2015-11-11,0.6787,0.6326
2015-11-12,0.6787,0.6326
2015-11-13,0.6787,0.6326
2015-11-14,0.6787,0.6326
2015-11-15,0.7122,0.624
2015-11-16,0.7122,0.624
2015-11-17,0.7122,0.624
2015-11-18,0.7122,0.624
2015-11-19,0.7122,0.624
2015-11-20,0.7122,0.624
2015-11-21,0.7122,0.624
2015-11-22,0.7122,0.624
2015-11-23,0.7165,0.6123
2015-11-24,0.704,0.6229
2015-11-25,0.712,0.6123
2015-11-26,0.712,0.6123
2015-11-27,0.7456,0.5965
2015-11-28,0.7409,0.6229
2015-11-29,0.6987,0.6361
2015-11-30,0.6987,0.6361
2015-12-01,0.6987,0.6361
2015-12-02,0.6987,0.6361
2015-12-03,0.6987,0.6361
2015-12-04,0.6986,0.644
2015-12-05,0.6986,0.644
2015-12-06,0.7126,0.6625
2015-12-07,0.733,0.6756
2015-12-08,0.7288,0.6592
2015-12-09,0.7288,0.6592
2015-12-10,0.7288,0.6592
2015-12-11,0.7288,0.6592
2015-12-12,0.7288,0.6592
2015-12-13,0.6935,0.6625
2015-12-14,0.6579,0.6308
2015-12-15,0.6579,0.6308
2015-12-16,0.6579,0.6308
2015-12-17,0.6579,0.6308
2015-12-18,0.6537,0.6383
2015-12-19,0.6455,0.6239
2015-12-20,0.6499,0.6313
2015-12-21,0.6595,0.6323
2015-12-22,0.6595,0.6323
2015-12-23,0.6707,0.6521
2015-12-24,0.6805,0.6603
2015-12-25,0.6805,0.6603
2015-12-26,0.6805,0.6603
2015-12-27,0.6805,0.6603
2015-12-28,0.6805,0.6603
2015-12-29,0.6926,0.6581
2015-12-30,0.6843,0.6488
2015-12-31,0.6843,0.6488
2016-01-01,0.6843,0.6488
2016-01-02,0.6843,0.6488
2016-01-03,0.6814,0.6296
2016-01-04,0.6485,0.6052
2016-01-05,0.6513,0.605
2016-01-06,0.6423,0.5969
2016-01-07,0.6457,0.5913
2016-01-08,0.6457,0.5913
2016-01-09,0.6457,0.5913
2016-01-10,0.6457,0.5913
2016-01-11,0.6457,0.5913
2016-01-12,0.657,0.5744
2016-01-13,0.657,0.5744
2016-01-14,0.657,0.5744
2016-01-15,0.657,0.5744
2016-01-16,0.6377,0.5497
2016-01-17,0.6454,0.5514
2016-01-18,0.6555,0.5798
2016-01-19,0.6654,0.5903
2016-01-20,0.6608,0.5849
2016-01-21,0.6608,0.5849
2016-01-22,0.6608,0.5849
2016-01-23,0.6608,0.5849
2016-01-24,0.6608,0.5849
2016-01-25,0.6608,0.5849
2016-01-26,0.6608,0.5849
2016-01-27,0.6608,0.5849
2016-01-28,0.651,0.6
2016-01-29,0.6632,0.6091
2016-01-30,0.6607,0.6026
2016-01-31,0.6607,0.6026
2016-02-01,0.6607,0.6026
2016-02-02,0.6607,0.6026
2016-02-03,0.6869,0.6286
2016-02-04,0.7103,0.6401
2016-02-05,0.7301,0.6525
2016-02-06,0.6937,0.6432
2016-02-07,0.6937,0.6432
2016-02-08,0.6937,0.6432
2016-02-09,0.6832,0.6486
2016-02-10,0.6832,0.6486
2016-02-11,0.6832,0.6486
2016-02-12,0.7087,0.6692
2016-02-13,0.7087,0.6692
2016-02-14,0.7087,0.6692
2016-02-15,0.7051,0.6602
2016-02-16,0.7051,0.6602
2016-02-17,0.6857,0.6337
2016-02-18,0.6857,0.6337
2016-02-19,0.6857,0.6337
2016-02-20,0.6857,0.6337
2016-02-21,0.6857,0.6337
2016-02-22,0.6857,0.6337
2016-02-23,0.6857,0.6337
2016-02-24,0.6857,0.6337
2016-02-25,0.6857,0.6337
2016-02-26,0.6857,0.6337
2016-02-27,0.6916,0.6414
2016-02-28,0.6916,0.6414
2016-02-29,0.7487,0.6328
2016-03-01,0.7438,0.6414
2016-03-02,0.7438,0.6414
2016-03-03,0.7492,0.6756
2016-03-04,0.7492,0.6756
2016-03-05,0.7613,0.6756
2016-03-06,0.7387,0.6591
2016-03-07,0.7387,0.6591
2016-03-08,0.7387,0.6591
2016-03-09,0.7387,0.6591
2016-03-10,0.7507,0.6536
2016-03-11,0.7507,0.6536
2016-03-12,0.7293,0.6336
2016-03-13,0.7293,0.6336
2016-03-14,0.7293,0.6336
2016-03-15,0.7293,0.6336
2016-03-16,0.7293,0.6336
2016-03-17,0.6859,0.6441
2016-03-18,0.6855,0.6517
2016-03-19,0.6855,0.6517
2016-03-20,0.6855,0.6517
2016-03-21,0.6855,0.6517
2016-03-22,0.6855,0.6517
2016-03-23,0.6855,0.6517
2016-03-24,0.674,0.6565
2016-03-25,0.6815,0.6597
2016-03-26,0.6815,0.6597
2016-03-27,0.6815,0.6597
2016-03-28,0.6815,0.6597
2016-03-29,0.6696,0.6368
2016-03-30,0.6696,0.6368
2016-03-31,0.6666,0.629
2016-04-01,0.6666,0.629
2016-04-02,0.6666,0.629
2016-04-03,0.6666,0.629
2016-04-04,0.6666,0.629
2016-04-05,0.6874,0.6405
2016-04-06,0.6874,0.6405
2016-04-07,0.6874,0.6405
2016-04-08,0.6874,0.6405
2016-04-09,0.6874,0.6405
2016-04-10,0.6874,0.6405
2016-04-11,0.6874,0.6405
2016-04-12,0.6614,0.6205
2016-04-13,0.6614,0.6205
2016-04-14,0.6614,0.6205
2016-04-15,0.6689,0.6282
2016-04-16,0.6735,0.6163
2016-04-17,0.6735,0.6163
2016-04-18,0.6743,0.5749
2016-04-19,0.6827,0.5405
2016-04-20,0.6827,0.5405
2016-04-21,0.6827,0.5405
2016-04-22,0.6827,0.5405
2016-04-23,0.7085,0.5751
2016-04-24,0.7398,0.6095
2016-04-25,0.7059,0.6227
2016-04-26,0.685,0.6315
2016-04-27,0.685,0.6315
2016-04-28,0.6993,0.6423
2016-04-29,0.6993,0.6423
2016-04-30,0.6993,0.6423
2016-05-01,0.6993,0.6423
2016-05-02,0.6993,0.6423
2016-05-03,0.6843,0.6332
2016-05-04,0.6843,0.6332
2016-05-05,0.6843,0.6332
2016-05-06,0.6843,0.6332
2016-05-07,0.6843,0.6332
2016-05-08,0.6843,0.6332
2016-05-09,0.646,0.6085
2016-05-10,0.646,0.6181
2016-05-11,0.645,0.6175
2016-05-12,0.6587,0.6402
2016-05-13,0.6587,0.6402
2016-05-14,0.6587,0.6402
2016-05-15,0.6633,0.6446
2016-05-16,0.6633,0.6446
2016-05-17,0.6716,0.6571
2016-05-18,0.6825,0.6756
2016-05-19,0.6849,0.6756
2016-05-20,0.6849,0.6756
2016-05-21,0.6816,0.6756
2016-05-22,0.6816,0.6756
2016-05-23,0.6816,0.6756
2016-05-24,0.6755,0.6701
2016-05-25,0.6803,0.6692
2016-05-26,0.7091,0.6756
2016-05-27,0.7091,0.6756
2016-05-28,0.7091,0.6756
2016-05-29,0.7091,0.6756
2016-05-30,0.7091,0.6756
2016-05-31,0.7091,0.6756
2016-06-01,0.6984,0.6693
2016-06-02,0.7115,0.6685
2016-06-03,0.7115,0.6685
2016-06-04,0.7115,0.6685
2016-06-05,0.6774,0.6376
2016-06-06,0.6733,0.6279
2016-06-07,0.6821,0.5968
2016-06-08,0.6963,0.6094
2016-06-09,0.7016,0.6011
2016-06-10,0.7016,0.6011
2016-06-11,0.7016,0.6011
2016-06-12,0.7016,0.6011
2016-06-13,0.7016,0.6011
2016-06-14,0.7214,0.6198
2016-06-15,0.7214,0.6198
2016-06-16,0.7214,0.6198
2016-06-17,0.7214,0.6198
2016-06-18,0.7214,0.6198
2016-06-19,0.7214,0.6198
2016-06-20,0.7063,0.6324
2016-06-21,0.7063,0.6324
