z,H_obs,σ,H_TCDS,ε_TCDS,H_LCDM,ε_LCDM
0.0,73.04,1.04,68.73,4.310000000000002,67.4,5.640000000000001
0.0,67.4,0.5,68.73,-1.3299999999999983,67.4,0.0
0.51,92.9,7.8,68.72991731006508,24.17008268993493,89.65795071659512,3.2420492834048815
0.98,119.0,13.0,68.72259091393414,50.27740908606586,119.24569603471986,-0.24569603471985602
1.5,168.0,17.0,68.6417023968904,99.3582976031096,159.59538675976825,8.404613240231754
2.3,224.0,31.0,68.10867606493395,155.89132393506605,233.53059313032205,-9.530593130322046
1100.0,296500.0,1500.0,63.047819000000004,296436.952181,1381962.1619508185,-1085462.1619508185
